GTID,Date,Country,City,Perpetrator_group,fatalities,injured,target_type,attack_type,weapon_type
2.01212E+11,14/12/2012,Nigeria,Rukudawa,Unknown,10,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01212E+11,13/12/2012,Nigeria,Madagali,Unknown,Unknown,0,Police,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01212E+11,11/12/2012,Nigeria,Okuokoko,Unknown,0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01212E+11,11/12/2012,Nigeria,Ughelli,Unknown,1,Unknown,Business,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01212E+11,10/12/2012,Nigeria,Potiskum,Boko Haram,0,0,Telecommunication,Sub-Saharan Africa,Bombing/Explosion
2.01212E+11,10/12/2012,Nigeria,Potiskum,Boko Haram,0,0,Telecommunication,Sub-Saharan Africa,Bombing/Explosion
2.01212E+11,09/12/2012,Nigeria,Trans-Ekulu,Unknown,1,0,Government (Diplomatic),Sub-Saharan Africa,Assassination
2.01212E+11,10/12/2012,Nigeria,Potiskum,Boko Haram,7,Unknown,Police,Sub-Saharan Africa,Bombing/Explosion
2.01212E+11,10/12/2012,Nigeria,Potiskum,Boko Haram,0,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01212E+11,10/12/2012,Nigeria,Potiskum,Boko Haram,7,Unknown,Business,Sub-Saharan Africa,Bombing/Explosion
2.01212E+11,10/12/2012,Nigeria,Dalwa,Boko Haram (suspected),2,0,Government (General),Sub-Saharan Africa,Armed Assault
2.01212E+11,06/12/2012,Nigeria,Kano,Boko Haram (suspected),0,0,Police,Sub-Saharan Africa,Bombing/Explosion
2.01212E+11,04/12/2012,Nigeria,Kano,Unknown,2,0,Police,Sub-Saharan Africa,Armed Assault
2.01212E+11,05/12/2012,Nigeria,Kano,Unknown,0,1,Police,Sub-Saharan Africa,Bombing/Explosion
2.01212E+11,04/12/2012,Nigeria,Kano,Unknown,0,2,Transportation,Sub-Saharan Africa,Bombing/Explosion
2.01212E+11,03/12/2012,Nigeria,Kano,Unknown,0,4,"Private Citizens & Property,Religious Figures/Institutions",Sub-Saharan Africa,Bombing/Explosion
2.01212E+11,02/12/2012,Nigeria,Ngala,Boko Haram (suspected),0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01212E+11,02/12/2012,Nigeria,Ngala,Boko Haram (suspected),0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01212E+11,01/12/2012,Nigeria,Chibok,Boko Haram (suspected),10,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01212E+11,02/12/2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0,0,Religious Figures/Institutions,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01212E+11,02/12/2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0,0,Religious Figures/Institutions,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01212E+11,02/12/2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0,0,Religious Figures/Institutions,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01212E+11,02/12/2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01212E+11,02/12/2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01212E+11,02/12/2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01211E+11,28/11/2012,Nigeria,Rann,Boko Haram (suspected),0,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01211E+11,28/11/2012,Nigeria,Rann,Boko Haram (suspected),Unknown,Unknown,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01211E+11,28/11/2012,Nigeria,Rann,Boko Haram (suspected),Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01211E+11,28/11/2012,Nigeria,Rann,Boko Haram (suspected),Unknown,Unknown,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01211E+11,28/11/2012,Nigeria,Rann,Boko Haram (suspected),5,0,Police,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01211E+11,26/11/2012,Nigeria,Barakin Ladi,Unknown,10,3,Business,Sub-Saharan Africa,Armed Assault
2.01211E+11,26/11/2012,Nigeria,Abuja,Boko Haram (suspected),2,0,Police,Sub-Saharan Africa,Armed Assault
2.01211E+11,25/11/2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),2,0,Police,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01211E+11,25/11/2012,Nigeria,Jaji,Boko Haram,16,5,"Military,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
2.01211E+11,25/11/2012,Nigeria,Jaji,Boko Haram,16,6,"Military,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
2.01211E+11,24/11/2012,Nigeria,Maiduguri,Unknown,1,0,Government (General),Sub-Saharan Africa,Assassination
2.01211E+11,22/11/2012,Nigeria,Maiduguri,Boko Haram (suspected),3,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01211E+11,18/11/2012,Nigeria,Maiduguri,Boko Haram (suspected),1,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
2.01211E+11,17/11/2012,Nigeria,Kano,Boko Haram (suspected),1,2,Government (General),Sub-Saharan Africa,Assassination
2.01211E+11,14/11/2012,Nigeria,Maiduguri,Boko Haram (suspected),1,0,Government (General),Sub-Saharan Africa,Assassination
2.01211E+11,13/11/2012,Nigeria,Maiduguri,Boko Haram (suspected),1,2,Government (General),Sub-Saharan Africa,Assassination
2.01211E+11,13/11/2012,Nigeria,Maiduguri,Boko Haram (suspected),1,0,Educational Institution,Sub-Saharan Africa,Assassination
2.01211E+11,11/11/2012,Nigeria,Itas,Unknown,1,1,Police,Sub-Saharan Africa,Armed Assault
2.01211E+11,09/11/2012,Nigeria,Buni Yadi,Boko Haram (suspected),0,0,Religious Figures/Institutions,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01211E+11,09/11/2012,Nigeria,Buni Yadi,Boko Haram (suspected),0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01211E+11,09/11/2012,Nigeria,Buni Yadi,Boko Haram (suspected),0,0,Religious Figures/Institutions,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01211E+11,09/11/2012,Nigeria,Buni Yadi,Boko Haram (suspected),0,0,Religious Figures/Institutions,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01211E+11,09/11/2012,Nigeria,Buni Yadi,Boko Haram (suspected),3,0,Police,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01211E+11,08/11/2012,Nigeria,Kachin,Unknown,5,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01211E+11,07/11/2012,Nigeria,Mubi,Unknown,2,Unknown,"Military,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
2.01211E+11,07/11/2012,Nigeria,Maiduguri,Boko Haram (suspected),0,0,Military,Sub-Saharan Africa,Bombing/Explosion
2.01211E+11,04/11/2012,Nigeria,Fika,Boko Haram (suspected),0,0,Telecommunication,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01211E+11,04/11/2012,Nigeria,Fika,Boko Haram (suspected),0,0,Telecommunication,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01211E+11,04/11/2012,Nigeria,Fika,Boko Haram (suspected),0,0,Educational Institution,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01211E+11,04/11/2012,Nigeria,Fika,Boko Haram (suspected),2,0,Police,Sub-Saharan Africa,Armed Assault
2.01211E+11,02/11/2012,Nigeria,Maiduguri,Boko Haram (suspected),2,0,Military,Sub-Saharan Africa,Assassination
2.01211E+11,01/11/2012,Nigeria,Riyom,Unknown,4,1,Police,Sub-Saharan Africa,Armed Assault
2.0121E+11,31/10/2012,Nigeria,Maiduguri,Boko Haram,3,0,Government (General),Sub-Saharan Africa,Armed Assault
2.0121E+11,30/10/2012,Nigeria,Chibuk,Boko Haram (suspected),Unknown,Unknown,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,30/10/2012,Nigeria,Chibuk,Boko Haram (suspected),Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,30/10/2012,Nigeria,Chibuk,Boko Haram (suspected),Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,30/10/2012,Nigeria,Chibuk,Boko Haram (suspected),Unknown,Unknown,Police,Sub-Saharan Africa,"Bombing/Explosion,Facility/Infrastructure Attack"
2.0121E+11,29/10/2012,Nigeria,Enugwu Ukwu,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.0121E+11,28/10/2012,Nigeria,Gashish,Boko Haram (suspected),4,7,Business,Sub-Saharan Africa,Armed Assault
2.0121E+11,28/10/2012,Nigeria,Yelwa,Unknown,0,0,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,28/10/2012,Nigeria,Malali,Boko Haram (suspected),3,100,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,24/10/2012,Nigeria,Potiskum,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,24/10/2012,Nigeria,Potiskum,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,24/10/2012,Nigeria,Potiskum,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,24/10/2012,Nigeria,Potiskum,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,24/10/2012,Nigeria,Potiskum,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,24/10/2012,Nigeria,Potiskum,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,24/10/2012,Nigeria,Potiskum,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,24/10/2012,Nigeria,Potiskum,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,24/10/2012,Nigeria,Potiskum,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,24/10/2012,Nigeria,Potiskum,Boko Haram,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,27/10/2012,Nigeria,Bauchi,Muslim extremists,0,2,Government (General),Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,26/10/2012,Nigeria,Maiduguri,Boko Haram (suspected),1,0,Government (General),Sub-Saharan Africa,Armed Assault
2.0121E+11,25/10/2012,Nigeria,Maiduguri,Boko Haram (suspected),1,2,Business,Sub-Saharan Africa,Armed Assault
2.0121E+11,24/10/2012,Nigeria,Potiskum,Unknown,2,0,Government (General),Sub-Saharan Africa,Armed Assault
2.0121E+11,23/10/2012,Nigeria,Potiskum,Boko Haram (suspected),4,0,Educational Institution,Sub-Saharan Africa,Armed Assault
2.0121E+11,22/10/2012,Nigeria,Potiskum,Unknown,Unknown,Unknown,Government (General),Sub-Saharan Africa,Unknown
2.0121E+11,22/10/2012,Nigeria,Potiskum,Unknown,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,22/10/2012,Nigeria,Potiskum,Unknown,4,0,Government (General),Sub-Saharan Africa,Armed Assault
2.0121E+11,21/10/2012,Nigeria,Gombe,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,21/10/2012,Nigeria,Heipang,Unknown,1,0,Police,Sub-Saharan Africa,Armed Assault
2.0121E+11,21/10/2012,Nigeria,Potiskum,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,21/10/2012,Nigeria,Potiskum,Boko Haram (suspected),Unknown,Unknown,Military,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,21/10/2012,Nigeria,Yenagoa,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.0121E+11,19/10/2012,Nigeria,Potiskum,Boko Haram (suspected),12,Unknown,Military,Sub-Saharan Africa,Unknown
2.0121E+11,18/10/2012,Nigeria,Maiduguri,Boko Haram (suspected),0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,19/10/2012,Nigeria,Potiskum,Boko Haram (suspected),11,Unknown,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,20/10/2012,Nigeria,Potiskum,Boko Haram (suspected),7,0,Police,Sub-Saharan Africa,Armed Assault
2.0121E+11,20/10/2012,Nigeria,Hausari,Unknown,2,2,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,20/10/2012,Nigeria,Potiskum,Boko Haram (suspected),2,0,Government (General),Sub-Saharan Africa,Armed Assault
2.0121E+11,19/10/2012,Nigeria,Atagara,Unknown,2,2,Religious Figures/Institutions,Sub-Saharan Africa,Facility/Infrastructure Attack
2.0121E+11,19/10/2012,Nigeria,Maiduguri,Boko Haram (suspected),1,0,Business,Sub-Saharan Africa,Armed Assault
2.0121E+11,18/10/2012,Nigeria,Potiskum,Boko Haram (suspected),0,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,18/10/2012,Nigeria,Potiskum,Boko Haram (suspected),0,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,18/10/2012,Nigeria,Potiskum,Boko Haram (suspected),0,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,17/10/2012,Nigeria,Bauchi,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,17/10/2012,Nigeria,Zango,Unknown,0,0,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,17/10/2012,Nigeria,Mubi,Unknown,20,Unknown,"Military,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,15/10/2012,Nigeria,Maiduguri,Unknown,10,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,15/10/2012,Nigeria,Tunga,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,15/10/2012,Nigeria,Maiduguri,Boko Haram (suspected),Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,14/10/2012,Nigeria,Maiduguri,Boko Haram (suspected),1,1,Government (General),Sub-Saharan Africa,Armed Assault
2.0121E+11,14/10/2012,Nigeria,Maiduguri,Unknown,0,0,Military,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,14/10/2012,Niger,Dakoro,Movement for Oneness and Jihad in West Africa (MUJAO) (suspected),1,0,NGO,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.0121E+11,10/10/2012,Nigeria,Kano,Boko Haram (suspected),2,1,Government (General),Sub-Saharan Africa,Armed Assault
2.0121E+11,09/10/2012,Nigeria,Kano,Boko Haram (suspected),2,0,Police,Sub-Saharan Africa,Armed Assault
2.0121E+11,08/10/2012,Nigeria,Maiduguri,Boko Haram,0,2,Military,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,05/10/2012,Nigeria,Jalingo,Unknown,0,5,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,04/10/2012,Nigeria,Dorowa,Unknown,1,14,Business,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,03/10/2012,Nigeria,Sabon-Gari,Unknown,0,4,Business,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,02/10/2012,Nigeria,Mubi,Boko Haram (suspected),25,Unknown,Educational Institution,Sub-Saharan Africa,Armed Assault
2.0121E+11,01/10/2012,Nigeria,Maiduguri,Unknown,Unknown,Unknown,Military,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,01/10/2012,Nigeria,Jos,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,01/10/2012,Nigeria,Maiduguri,Unknown,0,0,Telecommunication,Sub-Saharan Africa,Bombing/Explosion
2.0121E+11,01/10/2012,Nigeria,Maiduguri,Boko Haram (suspected),1,4,Military,Sub-Saharan Africa,Bombing/Explosion
2.01209E+11,30/09/2012,Nigeria,Unknown,Unknown,1,1,Government (General),Sub-Saharan Africa,"Hostage Taking (Kidnapping),Bombing/Explosion,Armed Assault"
2.01209E+11,30/09/2012,Nigeria,Zaria,Unknown,2,1,Educational Institution,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01209E+11,29/09/2012,Nigeria,Minna,Boko Haram,2,0,Police,Sub-Saharan Africa,Armed Assault
2.01209E+11,27/09/2012,Nigeria,Unknown,Unknown,1,0,"Military,Journalists & Media,Other",Sub-Saharan Africa,Armed Assault
2.01209E+11,26/09/2012,Nigeria,Azare,Unknown,2,0,Government (General),Sub-Saharan Africa,Armed Assault
2.01209E+11,24/09/2012,Nigeria,Bauchi,Unknown,1,0,Violent Political Party,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01209E+11,23/09/2012,Nigeria,Bauchi,Boko Haram (suspected),3,48,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
2.01209E+11,20/09/2012,Nigeria,Maiduguri,Boko Haram,1,0,Business,Sub-Saharan Africa,"Hostage Taking (Barricade Incident),Armed Assault"
2.01209E+11,17/09/2012,Nigeria,Bama,Boko Haram (suspected),1,0,Government (General),Sub-Saharan Africa,Assassination
2.01209E+11,17/09/2012,Nigeria,Azare,Boko Haram (suspected),1,0,Police,Sub-Saharan Africa,Assassination
2.01209E+11,16/09/2012,Nigeria,Kano,Boko Haram (suspected),4,0,Police,Sub-Saharan Africa,Armed Assault
2.01209E+11,16/09/2012,Nigeria,Zango,Unknown,6,8,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01209E+11,10/09/2012,Nigeria,Unknown,Fulani extremists,3,2,Transportation,Sub-Saharan Africa,Armed Assault
2.01209E+11,06/09/2012,Nigeria,Damaturu,Boko Haram (suspected),0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,06/09/2012,Nigeria,Damaturu,Boko Haram,2,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,06/09/2012,Nigeria,Damaturu,Boko Haram,2,0,Other,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,06/09/2012,Nigeria,Damaturu,Boko Haram,2,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,06/09/2012,Nigeria,Damaturu,Boko Haram,3,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,06/09/2012,Nigeria,Damaturu,Boko Haram,3,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,06/09/2012,Nigeria,Damaturu,Boko Haram,3,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,04/09/2012,Nigeria,Damaturu,Unknown,0,0,Police,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram (suspected),7,0,Military,Sub-Saharan Africa,Armed Assault
2.01209E+11,05/09/2012,Nigeria,Unknown,Boko Haram,0,0,Telecommunication,Sub-Saharan Africa,Bombing/Explosion
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,4,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,0,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Unknown,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Kolere,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Wuro Patuji,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Saban Layi,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Kano,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Kano,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Game,Boko Haram,0,0,Telecommunication,Sub-Saharan Africa,Bombing/Explosion
2.01209E+11,05/09/2012,Nigeria,Gombe,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Bombing/Explosion
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,0,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,0,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,05/09/2012,Nigeria,Maiduguri,Boko Haram,1,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,04/09/2012,Nigeria,Maiduguri,Boko Haram (suspected),2,0,Government (General),Sub-Saharan Africa,Armed Assault
2.01209E+11,03/09/2012,Nigeria,Damaturu,Unknown,0,0,Violent Political Party,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01209E+11,02/09/2012,Nigeria,Marte,Boko Haram (suspected),0,0,Military,Sub-Saharan Africa,Armed Assault
2.01209E+11,02/09/2012,Nigeria,Marte,Boko Haram (suspected),1,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
2.01209E+11,02/09/2012,Nigeria,Marte,Boko Haram (suspected),2,0,Police,Sub-Saharan Africa,Armed Assault
2.01208E+11,31/08/2012,Nigeria,Maiduguri,Boko Haram (suspected),0,3,Military,Sub-Saharan Africa,Armed Assault
2.01208E+11,28/08/2012,Nigeria,Maiduguri,Boko Haram (suspected),1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01208E+11,26/08/2012,Nigeria,Damaturu,Unknown,1,0,Police,Sub-Saharan Africa,Armed Assault
2.01208E+11,25/08/2012,Nigeria,Gashua,Boko Haram,2,0,Government (General),Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01208E+11,22/08/2012,Nigeria,Damaturu,Boko Haram (suspected),0,0,Police,Sub-Saharan Africa,Armed Assault
2.01208E+11,21/08/2012,Nigeria,Gonori,Boko Haram (suspected),2,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01208E+11,21/08/2012,Nigeria,Biu,Boko Haram (suspected),1,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
2.01208E+11,20/08/2012,Nigeria,Mubi,Unknown,2,4,Violent Political Party,Sub-Saharan Africa,Armed Assault
2.01208E+11,21/08/2012,Nigeria,Biu,Boko Haram (suspected),1,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
2.01208E+11,20/08/2012,Nigeria,Maiduguri,Boko Haram (suspected),0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01208E+11,19/08/2012,Nigeria,Kanoyel,Boko Haram (suspected),0,3,Military,Sub-Saharan Africa,Unknown
2.01208E+11,20/08/2012,Nigeria,Damagum,Unknown,0,2,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
2.01208E+11,20/08/2012,Nigeria,Damagum,Unknown,0,2,Police,Sub-Saharan Africa,Armed Assault
2.01208E+11,20/08/2012,Nigeria,Damagum,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
2.01208E+11,17/08/2012,Nigeria,Sho,Unknown,3,2,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01208E+11,17/08/2012,Nigeria,Jos,Unknown,0,0,Police,Sub-Saharan Africa,Bombing/Explosion
2.01208E+11,16/08/2012,Nigeria,Maiduguri,Boko Haram (suspected),1,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01208E+11,15/08/2012,Nigeria,Ueken,Unknown,0,0,Business,Sub-Saharan Africa,Bombing/Explosion
2.01208E+11,15/08/2012,Nigeria,Ueken,Unknown,0,0,Business,Sub-Saharan Africa,Bombing/Explosion
2.01208E+11,15/08/2012,Nigeria,Ueken,Unknown,0,0,Business,Sub-Saharan Africa,Bombing/Explosion
2.01208E+11,15/08/2012,Nigeria,Enugu,Unknown,0,3,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01208E+11,15/08/2012,Nigeria,Damaturu,Boko Haram (suspected),0,0,Military,Sub-Saharan Africa,Armed Assault
2.01208E+11,15/08/2012,Nigeria,Maiduguri,Boko Haram (suspected),2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01208E+11,15/08/2012,Nigeria,Maiduguri,Boko Haram (suspected),2,3,"Military,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
2.01208E+11,14/08/2012,Nigeria,Unknown,Boko Haram (suspected),2,0,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
2.01208E+11,12/08/2012,Nigeria,Bindigari,Boko Haram (suspected),2,0,Military,Sub-Saharan Africa,Armed Assault
2.01208E+11,12/08/2012,Nigeria,Unknown,Unknown,0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01208E+11,12/08/2012,Nigeria,Kanoyel,Unknown,1,1,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
2.01208E+11,10/08/2012,Nigeria,Jos,Unknown,1,2,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01208E+11,09/08/2012,Nigeria,Gajiganna,Boko Haram (suspected),0,1,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
2.01208E+11,08/08/2012,Nigeria,Gubi,Unknown,2,1,Police,Sub-Saharan Africa,Armed Assault
2.01208E+11,08/08/2012,Nigeria,Unknown,Unknown,0,0,Violent Political Party,Sub-Saharan Africa,Bombing/Explosion
